"project_id"	"source_id"	"headline"	"agency"	"date"
1511	3020	"President Receives Chinese Business Team"	"LiquidAfrica Holding Limited"	"12 March 2004"
1848	3650	"PRESS DIGEST - Morocco - Aug 29."	"Reuters News"	"29 August 2002"
1432	2887	"PRESS DIGEST - Nigeria - Feb 28."	"Reuters News"	"28 February 2002"
1433	2888	"PRESS DIGEST - Nigeria - Jan 3."	"Reuters News"	"3 January 2002"
1283	2635	"Price boom A blessing and a challenge"	"African Business"	"1 August 2008"
373	895	"Prime minister, officials hold talks with Chinese delegation."	"BBC Monitoring Africa - Political"	"12 January 2001"
2366	6995	"Private Firm Bypasses Beijing in Guinea - Bauxite"	"Africa Mining Intelligence"	"21 January 2009"
946	1988	"Private investors to build Ethiopian cement plant"	"Reuters News"	"10 January 2007"
13330	5109	"Programme summary of Guinea-Conakry RTG television 2030 gmt 13 Apr 11"	"BBC Monitoring Africa"	"15 April 2011"
13336	5110	"Programme summary of Guinea-Conakry RTG television 2030 gmt 13 Apr 11"	"BBC Monitoring Africa"	"15 April 2011"
13934	5181	"Programme summary of Guinea-Conakry RTG television 2030 gmt 14 Oct 11"	"BBC Monitoring Africa"	"17 October 2011"
13788	5162	"Programme summary of Guinea-Conakry RTG television 2030 gmt 23 Dec 11"	"BBC Monitoring Africa"	"27 December 2011"
13972	5184	"Programme summary of Guinea-Conakry RTG television 2030 gmt 23 Dec 11"	"BBC Monitoring Africa"	"27 December 2011"
13260	5099	"Programme summary of Guinea-Conakry RTG television 2030 gmt 4 Oct 11"	"BBC Monitoring Africa"	"5 October 2011"
13916	5177	"Programme summary of Guinea-Conakry RTG television 2030 gmt 4 Oct 11"	"BBC Monitoring Africa"	"5 October 2011"
13260	5100	"Programme summary of Guinea-Conakry RTG television 2030 gmt 4 Oct 11"	"BBC Monitoring Africa"	"5 October 2011"
13910	5176	"Programme summary of Guinea-Conakry RTG television 2030 gmt 4 Oct 11"	"BBC Monitoring Africa"	"5 October 2011"
13805	5164	"Programme summary of Guinea-Conakry RTG television 2030 gmt 9 Aug 11"	"BBC Monitoring Africa"	"10 August 2011"
1673	3345	"Promise Fulfilled - Ellen Describes 100-Bed Hospital in Nimba"	"All Africa"	"19 March 2010"
1721	3433	"Promise Fulfilled - Ellen Describes 100-Bed Hospital in Nimba"	"All Africa"	"19 March 2010"
1672	3340	"Publish What You Pay Liberia Warns on Chinese Loan"	"Africa Mining Intelligence"	"4 February 2009"
1921	3783	"Put Firm Back On Track [editorial]"	"All Africa"	"5 November 2010"
548	1276	"Putonghua buzzes in Pharaohland"	"Straits Times"	"25 December 2007"
2422	4681	"Putting the Maghreb back on track"	"Middle East Economic Digest"	"5 September 2008"
2278	4415	"Putting the Maghreb back on track"	"Middle East Economic Digest"	"5 September 2008"
2421	4679	"Putting the Maghreb back on track"	"Middle East Economic Digest"	"5 September 2008"
1809	3589	"RAIL"	"New Zealand Transport &amp; Logistics Business Week""http://www.railwaygazette.com/news_view/article/2007/11/7978/nigerias_grand_plan_back_on_hold.html   [http://www.railwaygazette.com/news_view/article/2007/11/7978/nigerias_grand_plan_back_on_hold.html]"	"13 December 2007"
195	531	"RAIL"	"New Zealand Transport &amp; Logistics Business Week""http://www.railwaygazette.com/news_view/article/2007/11/7978/nigerias_grand_plan_back_on_hold.html   [http://www.railwaygazette.com/news_view/article/2007/11/7978/nigerias_grand_plan_back_on_hold.html]"	"13 December 2007"
195	529	"Railway Going Nowhere Fast"	"All Africa"	"25 April 2009"
1809	3585	"Railway Going Nowhere Fast"	"All Africa"	"25 April 2009"
1676	3352	"Red Alert! Hundreds of Teachers Head for China?"	"All Africa"	"16 June 2004"
17966	5762	"Red skies over Africa"	"National Post"	"11 July 2005"
857	1850	"Refugee fights lonely battle for justice in his homeland"	"scmp.com"	"3 April 2011"
858	1853	"Refugee fights lonely battle for justice in his homeland"	"scmp.com"	"3 April 2011"
337	820	"Relief aid starts arriving in flood-hit Botswana."	"Reuters News"	"21 February 2000"
737	1609	"Reports of Ad Hoc Advisory Groups on Haiti, Burundi, Guinea-Bissau discussed in Economic and Social Council. Page 2 of 2."	"M2 Presswire""http://www.presswire.net  [http://www.presswire.net]"	"18 July 2005"
21216	6387	"Respect Women, Says President"	"All Africa"	"21 May 2010"
16165	5429	"Reuters Science News Summary"	"Reuters News"	"22 August 2005"
14468	5240	"Rice Improves Life in Doho"	"All Africa"	"11 February 2010"
191	509	"Rio and Chinalco revive Guinea ore project"	"Financial Times (FT.Com)"	"16 March 2010"
11513	4923	"Rio and Chinalco revive Guinea ore project"	"Financial Times (FT.Com)"	"16 March 2010"
11513	4922	"Rio and Chinalco to share Guinea ore project"	"Financial Times (FT.Com)"	"19 March 2010"
191	510	"Rio and Chinalco to share Guinea ore project"	"Financial Times (FT.Com)"	"19 March 2010"
1080	2228	"Rocky road that leads to Africa's 'beautiful party'."	"Irish Times"	"15 January 2002"
18215	5804	"Rolling out the welcome mat for China"	"The Australian Financial Review"	"30 July 2005"
1468	2944	"Roundup - China, Ghana enjoy good economic relations."	"Xinhua News Agency"	"17 November 2003"
1499	3005	"Roundup - China, Ghana enjoy good economic relations."	"Xinhua News Agency"	"17 November 2003"
1498	3004	"Roundup - China, Ghana enjoy good economic relations."	"Xinhua News Agency"	"17 November 2003"
1857	3669	"Roundup - Morocco continues relief work in quake-hit region."	"Xinhua News Agency"	"27 February 2004"
21466	6437	"Roundup:  Zimbabwe, China strengthen economic cooperation"	"Xinhua News Agency"	"7 July 2010"
18800	7340	"Roundup:  Zimbabwe, China strengthen economic cooperation"	"Xinhua News Agency"	"7 July 2010"
21460	6436	"Roundup:  Zimbabwe, China strengthen economic cooperation"	"Xinhua News Agency"	"7 July 2010"
1229	2537	"Roundup: African countries mobilize to fight power deficit"	"Xinhua News Agency"	"25 November 2005"
1408	2837	"Roundup: China delivers emergency food aid to Ethiopia"	"Xinhua News Agency"	"22 October 2011"
802	1737	"Roundup: China proposes measures to assist less-developed Portuguese-speaking countries"	"Xinhua News Agency"	"13 November 2010"
803	1738	"Roundup: China proposes measures to assist less-developed Portuguese-speaking countries"	"Xinhua News Agency"	"13 November 2010"
804	1739	"Roundup: China proposes measures to assist less-developed Portuguese-speaking countries"	"Xinhua News Agency"	"13 November 2010"
134	320	"Roundup: China, DRC agree to further strengthen cooperation"	"Xinhua News Agency"	"10 January 2008"
448	1053	"Roundup: China, DRC agree to further strengthen cooperation"	"Xinhua News Agency"	"10 January 2008"
855	1848	"Roundup: Chinese envoy briefs Cote d'Ivoire media on development,  Sino-African ties"	"Xinhua News Agency"	"19 September 2009"
301	746	"Roundup: Chinese vice president to visit Botswana to boost cooperative ties"	"Xinhua's China Economic Information Service"	"19 November 2010"
300	744	"Roundup: Chinese vice president to visit Botswana to boost cooperative ties"	"Xinhua's China Economic Information Service"	"19 November 2010"
38	84	"Roundup: Chinese vice president to visit Botswana to boost cooperative ties"	"Xinhua's China Economic Information Service"	"19 November 2010"
70	163	"Roundup: Chinese vice president's trip achieves goals"	"Xinhua's China Economic Information Service"	"24 November 2010"
303	750	"Roundup: Chinese vice president's trip achieves goals"	"Xinhua's China Economic Information Service"	"24 November 2010"
1985	3895	"Roundup: Over 1,000 Nigerian farmers benefit from training by Chinese experts"	"Xinhua News Agency"	"25 September 2007"
2095	4100	"Roundup: Senegal reaping benefits in all sectors after resumption of ties with China"	"Xinhua News Agency"	"17 August 2011"
2096	4101	"Roundup: Senegal reaping benefits in all sectors after resumption of ties with China"	"Xinhua News Agency"	"17 August 2011"
2094	4099	"Roundup: Senegal reaping benefits in all sectors after resumption of ties with China"	"Xinhua News Agency"	"17 August 2011"
469	1100	"RPT-China to build industrial zone in Egypt's Suez"	"Reuters News"	"30 October 2007"
440	1032	"RPT-China to build industrial zone in Egypt's Suez"	"Reuters News"	"30 October 2007"
548	1275	"RPT-China to build industrial zone in Egypt's Suez"	"Reuters News"	"30 October 2007"
1136	2354	"RPT-FEATURE-Chinese build new highway to ""lost"" Kenya"	"Reuters News"	"22 August 2008"
23700	6708	"RSA, China in talks on construction of high-speed Johannesburg-Durban rail link"	"BBC Monitoring Africa"	"25 August 2010"
16709	5549	"RSA, China in talks on construction of high-speed Johannesburg-Durban rail link"	"BBC Monitoring Africa"	"25 August 2010"
417	981	"RTNC, Xinhua sign cooperation agreement."	"BBC Monitoring Media"	"16 August 2000"
1420	2860	"Rural Telephony Project Takes Off With $200 Million Chinese Loan."	"Africa News Service"	"23 May 2002"
28482	6971	"Rural Telephony Project Takes Off With $200 Million Chinese Loan."	"Africa News Service"	"23 May 2002"
163	416	"Rural Telephony Project Takes Off With $200 Million Chinese Loan."	"Africa News Service"	"23 May 2002"
1718	3429	"Rural Telephony: ASB/CMEC Procures $23m Equipment"	"All Africa"	"25 February 2005"
1535	7090	"Rural Telephony: China Grants Nigeria $200m Loan"	"LiquidAfrica Holding Limited"	"3 August 2004"
2019	3957	"Rwanda, China boost military ties"	"Agence France Presse"	"23 October 2010"
2020	3958	"Rwanda, China sign 6m dollar aid agreement"	"BBC Monitoring Africa"	"25 December 2010"
1802	3572	"Rwanda, China sign agreement worth more than two billion francs"	"BBC Monitoring Africa"	"24 December 2003"
1881	3716	"Rwanda, China sign cooperation agreement"	"BBC Monitoring Africa"	"10 December 2005"
1880	3713	"Rwanda, China sign cooperation agreement"	"BBC Monitoring Africa"	"10 December 2005"
17358	5658	"Rwanda, China sign memorandum of understanding."	"BBC Monitoring Africa - Economic"	"24 May 2000"
1843	3644	"Rwanda, China sign memorandum of understanding."	"BBC Monitoring Africa - Economic"	"24 May 2000"
17238	5644	"Rwanda, China sign memorandum of understanding."	"BBC Monitoring Africa - Economic"	"24 May 2000"
1837	3635	"Rwanda, China to examine emergency aid at meeting in March in Beijing."	"BBC Monitoring Africa - Political"	"17 February 2000"
1886	3726	"Rwanda: China hands over building to government"	"BBC Monitoring Africa"	"14 January 2009"
2009	3941	"Rwanda: China hands over building to government"	"BBC Monitoring Africa"	"14 January 2009"
2010	3943	"Rwanda: China hands over building to government"	"BBC Monitoring Africa"	"14 January 2009"
2011	3945	"Rwanda: China hands over building to government"	"BBC Monitoring Africa"	"14 January 2009"
112	259	"Rwanda: China hands over building to government"	"BBC Monitoring Africa"	"14 January 2009"
23312	6674	"Rwanda: China hands over building to government"	"BBC Monitoring Africa"	"14 January 2009"
1837	3634	"Rwandan President Meets Chinese Vice-minister."	"Xinhua News Agency"	"17 February 2000"
1895	3740	"Rwandans to Reap From Kagame's Visit to Asia"	"All Africa"	"13 November 2006"
1979	3888	"Rwandatel, Huawei in $35m Deal"	"All Africa"	"19 February 2008"
16998	5602	"S Africa's PetroSA signs second partnership deal with Chinese"	"Platts Commodity News"	"30 September 2011"
16526	5507	"S. African tour guides go to Beijing to learn Chinese"	"Xinhua News Agency"	"2 August 2006"
16764	5564	"S.Africa signs $435 mln solar deal with Yingli"	"Reuters News"	"17 November 2010"
15905	5388	"SA, CHINA AGREE ON TRADITIONAL MEDICINE."	"SAPA (South African Press Association)"	"23 May 2002"
15958	5395	"SA, CHINA SIGN COMMUNICATIONS PACT."	"SAPA (South African Press Association)"	"19 September 2002"
22487	6590	"Sanctions Create an 'Uneven' Playing Field"	"All Africa"	"23 November 2011"
2025	3964	"Sao Tome and Nigeria Sign Deal with Sinopec on JDZ"	"Global Insight Daily Analysis"	"23 March 2006"
107	243	"Sao Tome and Nigeria Sign Deal with Sinopec on JDZ"	"Global Insight Daily Analysis"	"23 March 2006"
15270	5317	"Satellite"	"Communications Daily"	"10 February 2005"
1712	3415	"Satellite"	"Communications Daily"	"10 February 2005"
1554	3097	"Second batch of China's peacekeeping troops leaves for Liberia"	"BBC Monitoring Asia Pacific"	"20 March 2004"
543	1261	"Second phase of China-aid remote education system completed in Egypt"	"Xinhua News Agency"	"12 July 2007"
500	1171	"Second phase of China-aid remote education system completed in Egypt"	"Xinhua News Agency"	"12 July 2007"
1957	3846	"Senegal inaugurates assembly plant for Chinese buses"	"Agence France Presse"	"4 November 2009"
1753	3492	"Senegal, China sign accord on Chinese medical envoys"	"Xinhua News Agency"	"18 April 2007"
1754	3494	"Senegal, China sign accord on Chinese medical envoys"	"Xinhua News Agency"	"18 April 2007"
2085	4083	"Senegal, China sign agreement on technical and economic cooperation"	"Jamahiriya News Agency"	"3 January 2010"
2098	4106	"Senegalese official hails ties with China"	"BBC Monitoring Asia Pacific"	"20 August 2011"
2099	4108	"Senegalese official hails ties with China"	"BBC Monitoring Asia Pacific"	"20 August 2011"
1939	3810	"Senegalese president lauds strong ties with China"	"Xinhua News Agency"	"11 December 2007"
1947	3824	"Senegalese president praises Chinese building projects ahead of Hu visit"	"BBC Monitoring Asia Pacific"	"11 February 2009"
1615	3219	"Senegalese president seeks development assistance from China"	"BBC Monitoring Africa"	"22 June 2006"
1474	2954	"Seychelles seeks 30 million US dollars in aid to repair tsunami damage"	"Agence France Presse"	"4 January 2005"
2074	4068	"Seychelles to get two Chinese aircrafts to boost inter-island service"	"BBC Monitoring Africa"	"4 May 2008"
2026	3966	"Seychelles, China committed to fair international order"	"Agence France-Presse"	"18 January 2000"
2079	4074	"Seychelles, China sign agreement on economic, technical cooperation"	"BBC Monitoring Africa"	"29 July 2010"
25580	6845	"Seychelles, China sign agreement on economic, technical cooperation"	"BBC Monitoring Africa"	"29 July 2010"
1161	2422	"Seychelles, China stress on strengthening long-standing bilateral relations"	"BBC Monitoring Africa"	"23 October 2011"
1160	2420	"Seychelles, China stress on strengthening long-standing bilateral relations"	"BBC Monitoring Africa"	"23 October 2011"
2073	4063	"Seychelles: Five agreements signed with China during President Hu Jintao's visit"	"BBC Monitoring Africa"	"13 February 2007"
2069	4056	"Seychelles: Five agreements signed with China during President Hu Jintao's visit"	"BBC Monitoring Africa"	"13 February 2007"
2070	4058	"Seychelles: Five agreements signed with China during President Hu Jintao's visit"	"BBC Monitoring Africa"	"13 February 2007"
2071	4059	"Seychelles: Five agreements signed with China during President Hu Jintao's visit"	"BBC Monitoring Africa"	"13 February 2007"
2072	4061	"Seychelles: Five agreements signed with China during President Hu Jintao's visit"	"BBC Monitoring Africa"	"13 February 2007"
364	879	"Shanghai Telecom ""Soon Cape Verde''s 2nd Operator"""	"LiquidAfrica Holding Limited"	"29 September 2004"
2510	7225	"Shs50b for Phase 1 of State House Renovations"	"All Africa"	"5 August 2004"
22204	6545	"Shunned by West, Zimbabwe Finds a Friend in Beijing"	"The Wall Street Journal Online""peter.wonacott@wsj.com [mailto:peter.wonacott@wsj.com]"	"1 September 2011"
2207	4288	"SIERRA LEONE - COUNTRY PROFILE."	"Africa Review World of Information"	"30 August 2000"
2267	4392	"Sierra Leone approves Chinese loan for telecom project"	"Telecompaper Africa"	"30 September 2011"
2266	4389	"Sierra Leone to help enhance Africa-China cooperation - president"	"BBC Monitoring Asia Pacific"	"10 January 2010"
2258	4373	"Sierra Leone: Chinese envoy donates anti-malaria drugs"		"29 November 2009"
2243	4343	"Sierra Leone: Chinese expatriates meet food security minister"	"BBC Monitoring Africa"	"14 March 2006"
751	1638	"Sino Union (00346) &amp; partners to add US$45m in Oilfield 3113"	"ET Net News"	"16 December 2010"
18	34	"Sino-Benin Joint Venture Expanded"	"AsiaPort Daily News: China Economic Times"	"24 March 2000"
32	73	"Sino-Beninese cooperative partnership advances smoothly"	"Xinhua News Agency"	"3 April 2006"
1534	3047	"Sino-Nigerian project to be concluded"	"Business Daily Update"	"27 December 2004"
1368	2772	"Sino-Tanzanian Pharmaceutical Factory Starts Production."	"Xinhua News Agency"	"19 March 2001"
21535	6445	"Sino-Zim Contracts 180,000 Farmers"	"All Africa"	"5 October 2010"
16600	5527	"Sinosteel adds 440 mln US dollars of investment in South Africa"	"Xinhua's China Economic Information Service"	"20 February 2008"
164	424	"Sinosteel buys Zimbabwe ferrochrome mining company"	"Reuters News""www.wezim.co.we/zimasco   [http://www.wezim.co.we/zimasco]""www.sinosteel.com   [http://www.sinosteel.com]"	"25 September 2007"
